"","Name","City","Country","IATA","ICAO","Lat","Lon","Altitude","Timezone","DST","TZID"
"5893","Rurrenabaque Airport","Rerrenabaque","Bolivia","RBQ","SLRQ",-14.4275,-67.498056,898,-4,"U","America/La_Paz"
"5894","Lancaster Amtrak Station","Lancaster","United States","","\N",40.05,-76.31,345,-5,"A","America/New_York"
"5895","Ardmore Amtrak Station","Ardmore","United States","","\N",40.01,-75.29,360,-5,"A","America/New_York"
"5896","Abaiang Atoll Airport","Abaiang Atoll","Kiribati","ABF","NGAB",1.8,173.04,1,12,"U","Pacific/Tarawa"
"5897","Metropark Amtrak Station","Iselin","United States","","\N",40.568,-74.3275,1,-5,"A","America/New_York"
"5898","St. Louis Downtown Airport","East St. Louis","United States","CPS","\N",38.5707244,-90.1562211,413,-6,"U","America/Chicago"
"5899","Afobaka Airstrip","Afobaka","Suriname","","SMAF",4.9982,-54.9919,10,-3,"U","America/Paramaribo"
"5900","Alalapadu Airstrip","Alapadu","Suriname","","SMDU",2.5232,-56.3241,10,-3,"U","America/Paramaribo"
"5901","Albina Airstrip","Albina","Suriname","ABN","SMBN",5.516667,-54.05,10,-3,"U","America/Paramaribo"
"5902","Lawa Anapaike Airstrip","Anapaike","Suriname","","SMLA",3.416667,-54.033333,10,-3,"U","America/Paramaribo"
"5903","Apetina Airstrip","Apetina","Suriname","","SMPT",3.5017,-55.0614,10,-3,"U","America/Paramaribo"
"5904","Botopassi Airstrip","Botopasi","Suriname","BTO","\N",4.233333,-55.45,10,-3,"U","America/Paramaribo"
"5905","Djoemoe Airstrip","Djoemoe","Suriname","DOE","\N",4.016667,-55.483333,10,-3,"U","America/Paramaribo"
"5906","Drietabbetje Airstrip","Drietabbetje","Suriname","DRJ","SMDA",4.11667,-54.66667,10,-3,"U","America/Paramaribo"
"5907","Kabalebo Airstrip","Kabalebo","Suriname","","SMKA",4.406,-57.223,10,-3,"U","America/Paramaribo"
"5908","Kayser Airstrip","Kayser","Suriname","","SMKE",3.1,-56.483,10,-3,"U","America/Paramaribo"
"5909","Kwamelasemoetoe Airstrip","Kwamelasemoetoe","Suriname","","SMSM",2.33333,-56.783333,10,-3,"U","America/Paramaribo"
"5910","Moengo Airstrip","Moengo","Suriname","","SMMO",5.616667,-54.4,10,-3,"U","America/Paramaribo"
"5911","Majoor Henry Fernandes Airport","Nieuw Nickerie","Suriname","ICK","SMNI",5.955556,-57.039444,9,-3,"U","America/Paramaribo"
"5912","Vincent Fayks Airport","Paloemeu","Suriname","OEM","SMPA",5.811111,-55.190833,10,-3,"U","America/Paramaribo"
"5913","Sarakreek Airstrip","Sarakreek","Suriname","","SMSK",4.9,-55.083333,10,-3,"U","America/Paramaribo"
"5914","Sipaliwini Airstrip","Sipaliwini","Suriname","","SMSI",1.96605,-56.0035,10,-3,"U","America/Paramaribo"
"5915","Stoelmans Eiland Airstrip","Stoelmans Eiland","Suriname","SMZ","SMST",4.35,-54.41667,10,-3,"U","America/Paramaribo"
"5916","Totness Airstrip","Totness","Suriname","TOT","SMCO",5.865833,-56.3275,10,-3,"U","America/Paramaribo"
"5917","Wageningen Airstrip","Wageningen","Suriname","AGI","SMWA",5.76667,-56.63333,10,-3,"U","America/Paramaribo"
"5918","Kaieteur International Airport","Kaieteur Falls","Guyana","KIA","PSKA",5.163333,-59.483333,95,-4,"U","America/Guyana"
"5919","Codela Airport","Guapiles","Costa Rica","CSC","MRCA",10.414,-85.0917,328,-6,"U","America/Costa_Rica"
"5920","Newport News Amtrak Station","Newport News","United States","","\N",37.0228,-76.4519,0,-5,"A","America/New_York"
"5921","Portland Union Station","Portland","United States","","\N",45.529,-122.6768,0,-8,"A","America/Los_Angeles"
"5922","Orinduik Airport","Orinduik","Guyana","ORJ","SYOR",4.7,-60.016667,10,-4,"U","America/Guyana"
"5923","Annai Airport","Annai","Guyana","NAI","SYAN",3.95,-59.133333,10,-4,"U","America/Guyana"
"5924","Apoteri Airport","Apoteri","Guyana","","SYAP",4.033333,-58.583333,10,-4,"U","America/Guyana"
"5925","Imbaimadai Airport","Imbaimadai","Guyana","IMB","SYIB",5.69252,-60.28198,10,-4,"U","America/Guyana"
"5926","Kamarang Airport","Kamarang","Guyana","KAR","SYKM",5.865278,-60.614167,10,-4,"U","America/Guyana"
"5927","Mabaruma Airport","Mabaruma","Guyana","USI","SYMB",8.2,-59.783333,10,-4,"U","America/Guyana"
"5928","Mahdia Airport","Mahdia","Guyana","MHA","SYMD",5.266667,-59.15,10,-4,"U","America/Guyana"
"5929","Dr. Augusto Roberto Fuster International Airport","Pedro Juan Caballero","Paraguay","PJC","SGPJ",-22.641389,-55.829722,1873,-4,"U","America/Asuncion"
"5930","Alcides Fernandez Airport","Acandi","Colombia","ACD","SKAD",8.516667,-77.3,50,-5,"U","America/Bogota"
"5931","Los Colonizadores Airport","Saravena","Colombia","RVE","SKSA",6.916667,-71.9,10,-5,"U","America/Bogota"
"5932","La Chorrera Airport","La Chorrera","Colombia","LCR","\N",-0.733333,-73.016667,10,-5,"U","America/Bogota"
"5933","Batagay Airport","Batagay","Russia","","UEBB",67.648,134.695,696,11,"N","Asia/Vladivostok"
"5934","La Macarena","La Macarena","Colombia","LMC","\N",2.179167,-73.7875,10,-5,"U","America/Bogota"
"5935","Villa Garzon Airport","Villa Garzon","Colombia","VGZ","SKVG",0.978889,-76.605556,1248,-5,"U","America/Bogota"
"5936","El Bagre Airport","El Bagre","Colombia","EBG","SKEB",7.596389,-74.808889,180,-5,"U","America/Bogota"
"5937","Juan H. White","Caucasia","Colombia","CAQ","SKCU",7.968333,-75.198333,174,-5,"U","America/Bogota"
"5938","Mandinga Airport","Condoto","Colombia","COG","SKCD",5.071667,-76.676389,10,-5,"U","America/Bogota"
"5939","Golfo de Morrosquillo Airport","Tolu","Colombia","TLU","SKTL",9.511944,-75.586389,10,-5,"U","America/Bogota"
"5940","Cabo Frio International Airport","Cabo Frio","Brazil","CFB","SBCB",-22.921667,-42.074167,14,-3,"S","America/Sao_Paulo"
"5941","Westport Amtrak Station","Westport","United States","","\N",44.1871,-73.4519,1,-5,"A","America/New_York"
"5942","Trenton Amtrak Station","Trenton","United States","","\N",40.21889,-74.75417,1,-5,"A","America/New_York"
"5943","Sinop Airport","Sinop","Brazil","OPS","SWSI",-11.885,-55.586,10,-4,"S","America/Campo_Grande"
"5944","Gurupi Airport","Gurupi","Brazil","GRP","SWGI",-11.728889,-49.068889,10,-3,"S","America/Fortaleza"
"5945","Campo Alegre Airport","Santana do Araguaia","Brazil","CMP","SNKE",-9.505,-50.625,525,-4,"S","America/Boa_Vista"
"5946","Breves Airport","Breves","Brazil","BVS","SNVS",-1.681944,-50.48,131,-4,"S","America/Boa_Vista"
"5947","Soure Airport","Soure","Brazil","SFK","SNSW",-0.716944,-48.522778,33,-4,"S","America/Boa_Vista"
"5948","Julio Belem Airport","Parintins","Brazil","PIN","SWPI",-2.627778,-56.735833,500,-4,"S","America/Boa_Vista"
"5949","Barreiras Airport","Barreiras","Brazil","BRA","SNBR",-12.083333,-45,1356,-3,"S","America/Fortaleza"
"5950","Confresa Airport","Santa Terezinha","Brazil","STZ","SWST",-10.47,-50.502778,650,-4,"S","America/Campo_Grande"
"5951","Minacu Airport","Minacu","Brazil","MQH","SBMC",-13.526944,-48.220556,1053,-3,"S","America/Sao_Paulo"
"5952","Araguaina Airport","Araguaina","Brazil","AUX","SWGN",-7.228333,-48.240833,771,-3,"S","America/Fortaleza"
"5953","Novo Aripuana Airport","Novo Aripuana","Brazil","NVP","SWNA",-5.121389,-60.380556,500,-4,"S","America/Boa_Vista"
"5954","Bom Futuro Airport","Lucas do Rio Verde","Brazil","LVR","SWFE",-13.05,-55.910833,500,-4,"S","America/Campo_Grande"
"5955","Franca Airport","Franca","Brazil","FRC","SIMK",-20.538611,-47.400833,1040,-3,"S","America/Sao_Paulo"
"5956","Dourados Airport","Dourados","Brazil","DOU","SSDO",-22.220833,-54.805833,1433,-4,"S","America/Campo_Grande"
"5957","Labrea Airport","Labrea","Brazil","LBR","SWLB",-7.258889,-64.797778,225,-4,"S","America/Boa_Vista"
"5958","Rondonopolis Airport","Rondonopolis","Brazil","ROO","SWRD",-16.466667,-54.633333,500,-4,"S","America/Campo_Grande"
"5959","Tancredo Thomaz de Faria Airport","Guarapuava","Brazil","GPB","SBGU",-25.383333,-51.45,200,-3,"S","America/Sao_Paulo"
"5960","Joacaba Airport","Joacaba","Brazil","JCB","SSJA",-27.172778,-51.500833,1713,-3,"S","America/Sao_Paulo"
"5961","North Philadelphia Amtrak Station","Philadelphia","United States","","\N",39.9969556,-75.1487722,1,-5,"A","America/New_York"
"5962","Aberdeen Railway Station","Aberdeen","United Kingdom","","\N",57.1436,-2.0985,1,0,"U","Europe/London"
"5963","Glasgow Railway Station","Glasgow","United Kingdom","","\N",55.8622,-4.2512,0,0,"U","Europe/London"
"5964","Edinburgh Waverly Station","Edinburgh","United Kingdom","ZXE","\N",55.952,-3.189,0,0,"U","Europe/London"
"5965","Newcastle Railway Station","Newcastle Upon Tyne","United Kingdom","","\N",54.9686,-1.6171,0,0,"U","Europe/London"
"5966","Leeds Railway Station","Leeds","United Kingdom","","\N",53.794,-1.547,0,0,"U","Europe/London"
"5967","Manchester Picadilly Station","Manchester","United Kingdom","","\N",53.477,-2.23,0,0,"U","Europe/London"
"5968","Liverpool Railway Station","Liverpool","United Kingdom","","\N",53.405,-2.979,0,0,"U","Europe/London"
"5969","London Euston Railway Station","London","United Kingdom","","\N",51.5284,-0.1331,0,0,"U","Europe/London"
"5970","General leite de Castro Airport","Rio Verde","Brazil","RVD","SWLC",-17.790278,-50.918333,2244,-3,"S","America/Sao_Paulo"
"5971","Araxa Airport","Araxa","Brazil","AAX","SBAX",-19.563056,-46.960278,3276,-3,"S","America/Sao_Paulo"
"5972","Maues Airport","Maues","Brazil","MBZ","SWMW",-3.383611,-57.718611,500,-4,"S","America/Boa_Vista"
"5973","Borba Airport","Borba","Brazil","RBB","SWBR",-4.387778,-59.593889,500,-4,"S","America/Boa_Vista"
"5974","Coari Airport","Coari","Brazil","CIZ","SWKO",-4.085,-63.140833,33,-4,"S","America/Boa_Vista"
"5975","Barcelos Airport","Barcelos","Brazil","BAZ","SWBC",-0.975,-62.923889,500,-4,"S","America/Boa_Vista"
"5976","Herbert Glacier","Juneau","United States","","\N",58.571385,-134.607754,0,-9,"A","America/Anchorage"
"5977","Seattle Cruise Terminal","Seattle","United States","","\N",47.615884,-122.330017,0,-8,"A","America/Los_Angeles"
"5978","Juneau Cruise Pier","Juneau","United States","","\N",58.335451,-134.414978,0,-9,"A","America/Anchorage"
"5979","Skagway Cruise Pier","Skagway","United States","","\N",59.470896,-135.31723,0,-9,"A","America/Anchorage"
"5980","Ketchikan Cruise Pier","Ketchikan ","United States","","\N",55.346327,-131.644707,0,-9,"A","America/Anchorage"
"5981","Victoria Cruise Pier","Victoria","Canada","","\N",48.429144,-123.367023,0,-8,"A","America/Vancouver"
"5982","Diamantino Airport","Diamantino","Brazil","DMT","SWDM",-14.408889,-56.445833,1837,-4,"S","America/Campo_Grande"
"5983","Guanambi Airport","Guanambi","Brazil","GNM","SNGI",-14.216667,-42.783333,500,-3,"S","America/Fortaleza"
"5984","Tsletsi Airport","Djelfa","Algeria","QDJ","DAFI",34.6657,3.351,10,1,"U","Africa/Algiers"
"5985","Nzagi Airport","Nzagi","Angola","","FNZG",-7.716944,21.358056,2431,1,"U","Africa/Luanda"
"5986","Catoca Airport","Catoca","Angola","","\N",-9.433017,20.311189,500,1,"U","Africa/Luanda"
"5987","Lucapa Airport","Lucapa","Angola","LBZ","FNLK",-8.443056,20.732222,500,1,"U","Africa/Luanda"
"5988","Kapanda Airport","Kapanda","Angola","KNP","FNCP",-9.771944,15.456111,500,1,"U","Africa/Luanda"
"5989","Am Timan Airport","Am Timan","Chad","AMC","FTTN",11.034,20.274,1421,1,"U","Africa/Ndjamena"
"5990","Sharq Al-Owainat Airport","Sharq Al-Owainat","Egypt","GSQ","HEOW",22.5806,28.7207,859,2,"U","Africa/Cairo"
"5991","Eastern WV Regional Airport","Martinsburg","United States","MRB","KMRB",39.2407,-77.591,554,-5,"A","America/New_York"
"5992","Awasa Airport","Awasa","Ethiopia","AWA","HALA",7.067,38.5,5149,3,"U","Africa/Addis_Ababa"
"5993","Jijiga Airport","Jijiga","Ethiopia","JIJ","HAJJ",9.359722,42.7875,2000,3,"U","Africa/Addis_Ababa"
"5994","Mekane Salam Airport","Mekane Selam","Ethiopia","MKS","HAMA",10.633333,38.783333,3000,3,"U","Africa/Addis_Ababa"
"5995","Debre Marqos","Debre Marqos","Ethiopia","DBM","HADM",10.316667,37.733333,7440,3,"U","Africa/Addis_Ababa"
"5996","Debre Tabor Airport","Debre Tabor","Ethiopia","DBT","HADT",11.966667,38,7740,3,"U","Africa/Addis_Ababa"
"5997","Harar Meda Airport","Debre Zeyit","Ethiopia","QHR","HAHM",8.7163,39.0059,8850,3,"U","Africa/Addis_Ababa"
"5998","Robe Airport","Goba","Ethiopia","GOB","HAGB",6.733333,44.266667,4000,3,"U","Africa/Addis_Ababa"
"5999","Mayumba Airport","Mayumba","Gabon","MYB","FOOY",-3.416667,10.65,500,1,"U","Africa/Libreville"
"6000","Mara Serena Airport","Masai Mara","Kenya","MRE","\N",-1.406111,35.008056,500,3,"U","Africa/Nairobi"
"6001","Lewa Airport","Lewa","Kenya","","\N",0.1955,37.4699,2000,3,"U","Africa/Nairobi"
"6002","Mulika Lodge Airport","Meru National Park","Kenya","","HKMK",0.230278,38.170556,2000,3,"U","Africa/Nairobi"
"6003","Rumbek Airport","Rumbek","Sudan","RBX","HSMK",6.825,29.669,2000,3,"U","Africa/Juba"
"6004","Yei Airport","Yei","Sudan","","HSYE",4.083,30.65,1000,3,"U","Africa/Juba"
"6005","Cape Palmas Airport","Greenville","Liberia","CPA","GLCP",4.37902,-7.69695,500,0,"U","Africa/Monrovia"
"6006","Ambatomainty Airport","Ambatomainty","Madagascar","AMY","\N",-17.1667,47.1833,500,3,"U","Indian/Antananarivo"
"6007","Kyoto","Kyoto","Japan","UKY","\N",35.016667,135.766667,262,9,"N","Asia/Tokyo"
"6008","Ecuvillens Airport","Ecuvillens","Switzerland","","LSGE",46.754997,7.076111,2293,1,"E","Europe/Zurich"
"6009","Andermatt","Andermatt","Switzerland","","\N",46.63889,8.58889,4747,1,"E","Europe/Zurich"
"6010","Wohlen Airfield","Wohlen bei Bern","Switzerland","","\N",46.96694,7.35806,1795,1,"E","Europe/Zurich"
"6011","Bazaruto Island Airport","Bazaruto Island","Mozambique","BZB","\N",-21.542778,35.473056,500,2,"U","Africa/Maputo"
"6012","Benguera Island Airport","Benguera Island","Mozambique","BCW","\N",-21.849167,35.436944,50,2,"U","Africa/Maputo"
"6013","Inhaca Airport","Inhaca","Mozambique","","FQIA",-26,32.916667,500,2,"U","Africa/Maputo"
"6014","Indigo Bay Lodge Airport","Indigo Bay Lodge","Mozambique","IBL","\N",-21.707222,35.452222,50,2,"U","Africa/Maputo"
"6015","Gombe Lawanti International Airport","Gombe","Nigeria","","\N",9.2575,12.430278,500,1,"U","Africa/Lagos"
"6016","Akwa Ibom International Airport","Uyo","Nigeria","","\N",5.05,7.933333,500,1,"U","Africa/Lagos"
"6017","Katsina Airport","Katsina","Nigeria","","\N",13.007778,7.660278,50,1,"U","Africa/Lagos"
"6018","Ouro Sogui Airport","Matam","Senegal","MAX","GOSM",15.593611,-13.322778,85,0,"U","Africa/Dakar"
"6019","Bird Island Airport","Bird Island","Seychelles","BDI","FSSB",-3.721389,55.208611,10,4,"U","\N"
"6020","K50 Airport","Mogadishu","Somalia","","\N",1.999167,44.974167,500,3,"U","Africa/Mogadishu"
"6021","El Daein","El Daein","Sudan","","\N",14,32.316667,1000,3,"U","Africa/Khartoum"
"6022","Wadi Halfa Airport","Wadi Halfa","Sudan","WHF","HSSW",21.800278,31.516389,1500,3,"U","Africa/Khartoum"
"6023","Enfidha - Zine El Abidine Ben Ali International Airport","Enfidha","Tunisia","NBE","DTNZ",36.075833,10.438611,500,1,"U","Africa/Tunis"
"6024","Kidepo Airport","Kidepo","Uganda","","HUKD",3.719167,33.754167,3904,3,"U","Africa/Kampala"
"6025","Kitgum Airport","Kitgum","Uganda","","HUKT",3.278611,32.89,2493,3,"U","Africa/Kampala"
"6026","Pakuba Airport","Pakuba","Uganda","PAF","HUPA",2.3275,31.5,2297,3,"U","Africa/Kampala"
"6027","Svea Airport","Sveagruva","Svalbard","","ENSA",77.9,16.683333,29,1,"U","Arctic/Longyearbyen"
"6028","Ny-Alesund Airport","Ny-Alesund","Svalbard","","ENAS",78.9275,11.874167,50,1,"U","Arctic/Longyearbyen"
"6029","Hatay Airport","Hatay","Turkey","HTY","LTDA",36.362778,36.282222,25,2,"U","Europe/Istanbul"
"6030","Kihnu Airfield","Kihnu","Estonia","","EEKU",58.148,24.003,50,2,"U","Europe/Tallinn"
"6031","Ruhnu Airfield","Ruhnu","Estonia","","EERU",57.784,23.266,50,2,"U","Europe/Tallinn"
"6032","Raivavae Airport","Raivavae","French Polynesia","RVV","NTAV",-23.87,-147.67,25,-10,"N","Pacific/Tahiti"
"6033","Foshan","Foshan","China","FUO","\N",23.133333,113.28333,8,8,"N","Asia/Chongqing"
"6034","Huizhou","Huizhou","China","HUZ","\N",23.083332,114.36667,23,8,"N","Asia/Chongqing"
"6035","Lleida-Alguaire Airport","Lleida","Spain","ILD","LEDA",41.727778,0.535833,1148,1,"E","Europe/Madrid"
"6036","Aeropuerto Capitan Fuentes Martinez","Porvenir","Chile","WPR","\N",-53.2537,-70.319228,104,-4,"U","America/Santiago"
"6037","Ouessant Airport","Ouessant","France","","LFEC",48.458056,-5.095556,25,1,"U","Europe/Paris"
"6038","Central Railway Station","Montreal","Canada","YMY","\N",45.499722,-73.566111,0,-5,"A","America/Toronto"
"6039","Union Station","Toronto","Canada","YBZ","\N",43.645278,-79.380556,0,-5,"A","America/Toronto"
"6040","Bildudalur Airport","Bildudalur","Iceland","BIU","BIBD",65.641389,-23.546111,26,0,"N","Atlantic/Reykjavik"
"6041","Gjogur Airport","Gjogur","Iceland","GJR","BIGJ",65.995278,-21.326944,98,0,"N","Atlantic/Reykjavik"
"6042","Saudarkrokur","Saudarkrokur","Iceland","SAK","BIKR",65.731667,-19.572778,8,0,"N","Atlantic/Reykjavik"
"6043","Selfoss Airport","Selfoss","Iceland","","BISF",63.929167,-21.037778,45,0,"N","Atlantic/Reykjavik"
"6044","Inishmaan Aerodrome","Inishmaan","Ireland","IIA","EIMN",53.091944,-9.57,13,0,"U","Europe/Dublin"
"6045","Taldykorgan Airport","Taldykorgan","Kazakhstan","TDK","UAAT",45.016667,78.366667,1969,6,"U","Asia/Qyzylorda"
"6046","Olgii Airport","Olgii","Mongolia","ULG","ZMUL",48.991667,89.919722,5610,7,"U","Asia/Hovd"
"6047","Lille","Lille","France","XDB","\N",50.563333,3.08805,1,1,"U","Europe/Paris"
"6048","Qurghonteppa International Airport","Kurgan Tyube","Tajikistan","","UTDT",37.862222,68.862778,5000,5,"U","Asia/Dushanbe"
"6049","Vologda Airport","Vologda","Russia","VGD","ULWW",59.281667,39.946667,387,4,"N","Europe/Moscow"
"6050","Severo-Evensk Airport","Evensk","Russia","","UHMW",61.921667,159.23,0,12,"N","Asia/Magadan"
"6051","Olenyok Airport","Olenyok","Russia","","UERO",68.514722,112.48,847,10,"N","Asia/Yakutsk"
"6052","Saskylakh Airport","Saskylakh","Russia","","UERS",71.927778,114.08,500,10,"N","Asia/Yakutsk"
"6053","Lensk Airport","Lensk","Russia","","\N",60.719444,114.931944,700,10,"N","Asia/Yakutsk"
"6054","Burevestnik Airport","Iturup Island","Russia","BVV","\N",44.92,147.621667,79,11,"N","Asia/Vladivostok"
"6055","Okha Airport","Okha","Russia","OHH","\N",53.583333,142.933333,100,11,"N","Asia/Vladivostok"
"6056","Leshukonskoye Airport","Arkhangelsk","Russia","LDG","ULAL",64.895833,45.722778,220,4,"N","Europe/Moscow"
"6057","Nizhneangarsk Airport","Nizhneangarsk","Russia","","UIUN",55.801667,109.586667,1545,9,"N","Asia/Irkutsk"
"6058","Taksimo Airport","Taksimo","Russia","","\N",56.361667,114.93,1500,9,"N","Asia/Irkutsk"
"6059","Vanavara Airport","Vanavara","Russia","","UNIW",60.355,102.31,892,8,"N","Asia/Krasnoyarsk"
